player_name,PitchingLine,role,spWAR,rpWAR,ovr,adj,T,stam,#pit,gb%,FIP-,vsR_FIP-,vsL_FIP-,team_abb
A.J. Blubaugh,"SP, 43 ovr / 20 adj (47 stam, 3 pit) 44 GB% | 191 vsR | 184 vsL | 189 FIP-",SP,-3.6,-1.6,43.0,20,R,47.0,3,44.0,189.0,191.0,184.0,LAD
Konnor Pilkington,"SP, 45 ovr / 30 adj (41 stam, 4 pit) 49 GB% | 139 vsR | 144 vsL | 141 FIP-",SP,-0.5,-0.6,45.0,30,L,41.0,4,49.0,141.0,139.0,144.0,
Kris Bubic,"SP, 58 ovr / 65 adj (59 stam, 3 pit) 57 GB% | 86 vsR | 82 vsL | 85 FIP-",SP,4.0,0.9,58.0,65,L,59.0,3,57.0,85.0,86.0,82.0,ATL
Kruz Schoolcraft,"SP, 32 ovr / 20 adj (69 stam, 0 pit) 49 GB% | 282 vsR | 271 vsL | 282 FIP-",SP,-8.5,-3.2,32.0,20,L,69.0,0,49.0,282.0,282.0,271.0,SF
Kumar Rocker,"RP, 50 ovr / 32 adj (38 stam, 2 pit) 56 GB% | 126 vsR | 118 vsL | 124 FIP-",RP,0.0,-0.1,50.0,32,R,38.0,2,56.0,124.0,126.0,118.0,LAD
Kutter Crawford,"SP, 49 ovr / 23 adj (68 stam, 2 pit) 39 GB% | 154 vsR | 151 vsL | 153 FIP-",SP,-1.3,-0.8,49.0,23,R,68.0,2,39.0,153.0,154.0,151.0,CHC
Ky Bush,"RP, 44 ovr / 20 adj (47 stam, 1 pit) 45 GB% | 182 vsR | 163 vsL | 179 FIP-",RP,0.0,-1.4,44.0,20,L,47.0,1,45.0,179.0,182.0,163.0,PHI
Kyle Amendt,"RP, 38 ovr / 28 adj (15 stam, 3 pit) 48 GB% | 134 vsR | 135 vsL | 135 FIP-",RP,0.0,-0.4,38.0,28,R,15.0,3,48.0,135.0,134.0,135.0,
Kyle Backhus,"RP, 41 ovr / 30 adj (17 stam, 2 pit) 64 GB% | 141 vsR | 99 vsL | 131 FIP-",RP,0.0,-0.3,41.0,30,L,17.0,2,64.0,131.0,141.0,99.0,
Kyle Bradish,"SP, 65 ovr / 65 adj (56 stam, 4 pit) 54 GB% | 79 vsR | 88 vsL | 84 FIP-",SP,4.1,1.0,65.0,65,R,56.0,4,54.0,84.0,79.0,88.0,SEA
Kyle Finnegan,"RP, 50 ovr / 43 adj (15 stam, 1 pit) 51 GB% | 100 vsR | 94 vsL | 97 FIP-",RP,0.0,0.6,50.0,43,R,15.0,1,51.0,97.0,100.0,94.0,LAA
Kyle Freeland,"SP, 47 ovr / 39 adj (68 stam, 2 pit) 48 GB% | 152 vsR | 89 vsL | 127 FIP-",SP,0.5,-0.2,47.0,39,L,68.0,2,48.0,127.0,152.0,89.0,MIN
Kyle Funkhouser,"SP, 42 ovr / 20 adj (34 stam, 3 pit) 63 GB% | 147 vsR | 181 vsL | 158 FIP-",SP,-1.7,-1.0,42.0,20,R,34.0,3,63.0,158.0,147.0,181.0,
Kyle Harrison,"SP, 49 ovr / 37 adj (64 stam, 3 pit) 46 GB% | 136 vsR | 121 vsL | 131 FIP-",SP,0.3,-0.3,49.0,37,L,64.0,3,46.0,131.0,136.0,121.0,LAD
Kyle Hart,"SP, 45 ovr / 20 adj (55 stam, 1 pit) 52 GB% | 172 vsR | 140 vsL | 166 FIP-",SP,-2.2,-1.1,45.0,20,L,55.0,1,52.0,166.0,172.0,140.0,
Kyle Hurt,"SP, 44 ovr / 36 adj (40 stam, 5 pit) 56 GB% | 126 vsR | 137 vsL | 132 FIP-",SP,0.2,-0.3,44.0,36,R,40.0,5,56.0,132.0,126.0,137.0,TB
Kyle Keller,"RP, 37 ovr / 20 adj (20 stam, 2 pit) 40 GB% | 197 vsR | 192 vsL | 192 FIP-",RP,0.0,-1.7,37.0,20,R,20.0,2,40.0,192.0,197.0,192.0,
Kyle Leahy,"RP, 47 ovr / 28 adj (34 stam, 1 pit) 48 GB% | 145 vsR | 127 vsL | 137 FIP-",RP,0.0,-0.5,47.0,28,R,34.0,1,48.0,137.0,145.0,127.0,
Kyle Nelson,"RP, 37 ovr / 20 adj (13 stam, 1 pit) 44 GB% | 197 vsR | 175 vsL | 190 FIP-",RP,0.0,-1.6,37.0,20,L,13.0,1,44.0,190.0,197.0,175.0,
Kyle Nicolas,"SP, 46 ovr / 44 adj (30 stam, 3 pit) 51 GB% | 117 vsR | 126 vsL | 120 FIP-",SP,1.1,0.0,46.0,44,R,30.0,3,51.0,120.0,117.0,126.0,
Kyle Stowers,"RP, 57 ovr / 20 adj (16 stam, 0 pit) 47 GB% | 397 vsR | 397 vsL | 397 FIP-",RP,0.0,-4.8,57.0,20,L,16.0,0,47.0,397.0,397.0,397.0,COL
Kyle Wright,"SP, 48 ovr / 30 adj (53 stam, 0 pit) 61 GB% | 123 vsR | 156 vsL | 141 FIP-",SP,-0.5,-0.6,48.0,30,R,53.0,0,61.0,141.0,123.0,156.0,PHI
Kyson Witherspoon,"SP, 37 ovr / 20 adj (56 stam, 3 pit) 49 GB% | 230 vsR | 240 vsL | 235 FIP-",SP,-6.3,-2.5,37.0,20,R,56.0,3,49.0,235.0,230.0,240.0,PHI
Lael Lockhart,"RP, 39 ovr / 20 adj (47 stam, 1 pit) 46 GB% | 200 vsR | 209 vsL | 200 FIP-",RP,0.0,-1.8,39.0,20,L,47.0,1,46.0,200.0,200.0,209.0,
Lake Bachar,"RP, 38 ovr / 20 adj (21 stam, 2 pit) 36 GB% | 169 vsR | 182 vsL | 175 FIP-",RP,0.0,-1.3,38.0,20,R,21.0,2,36.0,175.0,169.0,182.0,
Lance McCullers Jr.,"SP, 47 ovr / 38 adj (58 stam, 4 pit) 65 GB% | 135 vsR | 118 vsL | 128 FIP-",SP,0.5,-0.2,47.0,38,R,58.0,4,65.0,128.0,135.0,118.0,SEA
Landen Maroudis,"SP, 34 ovr / 20 adj (59 stam, 0 pit) 43 GB% | 260 vsR | 274 vsL | 268 FIP-",SP,-7.9,-3.0,34.0,20,R,59.0,0,43.0,268.0,260.0,274.0,MIL
Landen Roupp,"RP, 49 ovr / 44 adj (32 stam, 2 pit) 57 GB% | 84 vsR | 122 vsL | 94 FIP-",RP,0.0,0.7,49.0,44,R,32.0,2,57.0,94.0,84.0,122.0,CHW
Landon Harmon,"SP, 28 ovr / 20 adj (59 stam, 0 pit) 49 GB% | 322 vsR | 337 vsL | 328 FIP-",SP,-10.5,-3.9,28.0,20,R,59.0,0,49.0,328.0,322.0,337.0,HOU
Landon Knack,"RP, 40 ovr / 20 adj (46 stam, 1 pit) 44 GB% | 197 vsR | 194 vsL | 195 FIP-",RP,0.0,-1.7,40.0,20,R,46.0,1,44.0,195.0,197.0,194.0,MIN
Landon Sims,"RP, 34 ovr / 20 adj (23 stam, 1 pit) 44 GB% | 224 vsR | 223 vsL | 224 FIP-",RP,0.0,-2.3,34.0,20,R,23.0,1,44.0,224.0,224.0,223.0,SD
Lazaro Estrada,"RP, 42 ovr / 20 adj (48 stam, 1 pit) 37 GB% | 186 vsR | 205 vsL | 196 FIP-",RP,0.0,-1.8,42.0,20,R,48.0,1,37.0,196.0,186.0,205.0,
Leandro Lopez,"RP, 43 ovr / 25 adj (43 stam, 2 pit) 50 GB% | 144 vsR | 151 vsL | 146 FIP-",RP,0.0,-0.7,43.0,25,R,43.0,2,50.0,146.0,144.0,151.0,
Levi Sterling,"SP, 32 ovr / 20 adj (59 stam, 0 pit) 54 GB% | 263 vsR | 273 vsL | 269 FIP-",SP,-7.9,-3.0,32.0,20,R,59.0,0,54.0,269.0,263.0,273.0,NYY
Levi Wells,"RP, 41 ovr / 20 adj (47 stam, 0 pit) 51 GB% | 189 vsR | 204 vsL | 195 FIP-",RP,0.0,-1.7,41.0,20,R,47.0,0,51.0,195.0,189.0,204.0,
Liam Doyle,"SP, 38 ovr / 20 adj (66 stam, 2 pit) 49 GB% | 213 vsR | 196 vsL | 211 FIP-",SP,-4.9,-2.0,38.0,20,L,66.0,2,49.0,211.0,213.0,196.0,MIA
Liam Hendriks,"RP, 44 ovr / 36 adj (14 stam, 3 pit) 41 GB% | 117 vsR | 119 vsL | 115 FIP-",RP,0.0,0.1,44.0,36,R,14.0,3,41.0,115.0,117.0,119.0,
LJ McDonough,"RP, 34 ovr / 20 adj (19 stam, 0 pit) 52 GB% | 186 vsR | 219 vsL | 199 FIP-",RP,0.0,-1.8,34.0,20,R,19.0,0,52.0,199.0,186.0,219.0,
Logan Evans,"RP, 43 ovr / 20 adj (45 stam, 0 pit) 50 GB% | 165 vsR | 193 vsL | 177 FIP-",RP,0.0,-1.4,43.0,20,R,45.0,0,50.0,177.0,165.0,193.0,ATL
Logan Gilbert,"SP, 70 ovr / 63 adj (79 stam, 5 pit) 50 GB% | 94 vsR | 83 vsL | 89 FIP-",SP,3.6,0.8,70.0,63,R,79.0,5,50.0,89.0,94.0,83.0,LAD
Logan Henderson,"SP, 49 ovr / 26 adj (49 stam, 3 pit) 39 GB% | 130 vsR | 169 vsL | 147 FIP-",SP,-0.9,-0.7,49.0,26,R,49.0,3,39.0,147.0,130.0,169.0,NYM
Logan T. Allen,"SP, 46 ovr / 25 adj (66 stam, 1 pit) 48 GB% | 155 vsR | 120 vsL | 149 FIP-",SP,-1.1,-0.8,46.0,25,L,66.0,1,48.0,149.0,155.0,120.0,MIA
Logan Tanner,"RP, 34 ovr / 20 adj (13 stam, 0 pit) 49 GB% | 394 vsR | 398 vsL | 395 FIP-",RP,0.0,-4.7,34.0,20,R,13.0,0,49.0,395.0,394.0,398.0,DET
Logan VanWey,"RP, 35 ovr / 20 adj (18 stam, 3 pit) 51 GB% | 191 vsR | 198 vsL | 194 FIP-",RP,0.0,-1.7,35.0,20,R,18.0,3,51.0,194.0,191.0,198.0,
Logan Webb,"SP, 66 ovr / 76 adj (78 stam, 3 pit) 64 GB% | 57 vsR | 66 vsL | 61 FIP-",SP,6.2,1.7,66.0,76,R,78.0,3,64.0,61.0,57.0,66.0,CHW
Lou Trivino,"RP, 38 ovr / 20 adj (14 stam, 2 pit) 50 GB% | 138 vsR | 194 vsL | 164 FIP-",RP,0.0,-1.1,38.0,20,R,14.0,2,50.0,164.0,138.0,194.0,
Louis Varland,"RP, 54 ovr / 43 adj (18 stam, 2 pit) 46 GB% | 92 vsR | 108 vsL | 97 FIP-",RP,0.0,0.6,54.0,43,R,18.0,2,46.0,97.0,92.0,108.0,MIA
Lucas Braun,"SP, 44 ovr / 20 adj (53 stam, 2 pit) 43 GB% | 170 vsR | 183 vsL | 176 FIP-",SP,-2.8,-1.3,44.0,20,R,53.0,2,43.0,176.0,170.0,183.0,LAD
Lucas Erceg,"RP, 47 ovr / 49 adj (15 stam, 3 pit) 52 GB% | 80 vsR | 86 vsL | 82 FIP-",RP,0.0,1.0,47.0,49,R,15.0,3,52.0,82.0,80.0,86.0,CLE
Lucas Gilbreath,"RP, 35 ovr / 20 adj (16 stam, 0 pit) 51 GB% | 207 vsR | 172 vsL | 196 FIP-",RP,0.0,-1.8,35.0,20,L,16.0,0,51.0,196.0,207.0,172.0,
Lucas Giolito,"SP, 48 ovr / 20 adj (63 stam, 3 pit) 46 GB% | 163 vsR | 163 vsL | 163 FIP-",SP,-2.0,-1.1,48.0,20,R,63.0,3,46.0,163.0,163.0,163.0,OAK
Luinder Avila,"RP, 43 ovr / 22 adj (34 stam, 2 pit) 56 GB% | 133 vsR | 181 vsL | 155 FIP-",RP,0.0,-0.9,43.0,22,R,34.0,2,56.0,155.0,133.0,181.0,MIA
Luis Castillo,"SP, 57 ovr / 45 adj (64 stam, 3 pit) 45 GB% | 104 vsR | 135 vsL | 118 FIP-",SP,1.3,0.0,57.0,45,R,64.0,3,45.0,118.0,104.0,135.0,SD
Luis Castillo,"RP, 36 ovr / 20 adj (22 stam, 0 pit) 58 GB% | 158 vsR | 215 vsL | 184 FIP-",RP,0.0,-1.5,36.0,20,R,22.0,0,58.0,184.0,158.0,215.0,
Luis Contreras,"RP, 38 ovr / 20 adj (17 stam, 3 pit) 44 GB% | 162 vsR | 169 vsL | 163 FIP-",RP,0.0,-1.1,38.0,20,R,17.0,3,44.0,163.0,162.0,169.0,
Luis Curvelo,"RP, 38 ovr / 20 adj (19 stam, 1 pit) 41 GB% | 189 vsR | 182 vsL | 187 FIP-",RP,0.0,-1.6,38.0,20,R,19.0,1,41.0,187.0,189.0,182.0,
Luis De Leon,"SP, 39 ovr / 20 adj (60 stam, 2 pit) 66 GB% | 201 vsR | 161 vsL | 190 FIP-",SP,-3.7,-1.6,39.0,20,L,60.0,2,66.0,190.0,201.0,161.0,CIN
Luis Garcia,"RP, 39 ovr / 43 adj (14 stam, 1 pit) 56 GB% | 86 vsR | 119 vsL | 95 FIP-",RP,0.0,0.6,39.0,43,R,14.0,1,56.0,95.0,86.0,119.0,
Luis Gastelum,"RP, 38 ovr / 20 adj (22 stam, 2 pit) 45 GB% | 154 vsR | 165 vsL | 159 FIP-",RP,0.0,-1.0,38.0,20,R,22.0,2,45.0,159.0,154.0,165.0,
Luis Gil,"SP, 50 ovr / 34 adj (57 stam, 3 pit) 43 GB% | 126 vsR | 154 vsL | 135 FIP-",SP,0.0,-0.4,50.0,34,R,57.0,3,43.0,135.0,126.0,154.0,CHW
Luis Gonzalez,"RP, 39 ovr / 20 adj (23 stam, 1 pit) 40 GB% | 173 vsR | 145 vsL | 168 FIP-",RP,0.0,-1.2,39.0,20,L,23.0,1,40.0,168.0,173.0,145.0,
Luis Guerrero,"RP, 39 ovr / 20 adj (18 stam, 2 pit) 43 GB% | 165 vsR | 208 vsL | 186 FIP-",RP,0.0,-1.6,39.0,20,R,18.0,2,43.0,186.0,165.0,208.0,
Luis H. Garcia,"SP, 53 ovr / 38 adj (59 stam, 5 pit) 48 GB% | 111 vsR | 152 vsL | 128 FIP-",SP,0.5,-0.2,53.0,38,R,59.0,5,48.0,128.0,111.0,152.0,HOU
Luis Mario Sanchez,"RP, 33 ovr / 20 adj (17 stam, 0 pit) 49 GB% | 254 vsR | 271 vsL | 263 FIP-",RP,0.0,-2.9,33.0,20,R,17.0,0,49.0,263.0,254.0,271.0,SD
Luis Medina,"RP, 43 ovr / 35 adj (44 stam, 1 pit) 44 GB% | 98 vsR | 142 vsL | 118 FIP-",RP,0.0,0.0,43.0,35,R,44.0,1,44.0,118.0,98.0,142.0,CLE
Luis Mey,"RP, 38 ovr / 20 adj (18 stam, 3 pit) 53 GB% | 151 vsR | 208 vsL | 179 FIP-",RP,0.0,-1.4,38.0,20,R,18.0,3,53.0,179.0,151.0,208.0,CHW
Luis Morales,"SP, 46 ovr / 21 adj (59 stam, 2 pit) 49 GB% | 150 vsR | 168 vsL | 156 FIP-",SP,-1.6,-0.9,46.0,21,R,59.0,2,49.0,156.0,150.0,168.0,HOU
Luis Moreno,"RP, 38 ovr / 20 adj (47 stam, 0 pit) 55 GB% | 183 vsR | 211 vsL | 197 FIP-",RP,0.0,-1.8,38.0,20,R,47.0,0,55.0,197.0,183.0,211.0,
Luis Pacheco,"RP, 38 ovr / 20 adj (15 stam, 0 pit) 56 GB% | 187 vsR | 209 vsL | 197 FIP-",RP,0.0,-1.8,38.0,20,R,15.0,0,56.0,197.0,187.0,209.0,
Luis Perales,"SP, 42 ovr / 24 adj (40 stam, 4 pit) 50 GB% | 135 vsR | 164 vsL | 151 FIP-",SP,-1.2,-0.8,42.0,24,R,40.0,4,50.0,151.0,135.0,164.0,STL
Luis Peralta,"RP, 35 ovr / 20 adj (21 stam, 2 pit) 51 GB% | 195 vsR | 189 vsL | 193 FIP-",RP,0.0,-1.7,35.0,20,L,21.0,2,51.0,193.0,195.0,189.0,
Luis Serna,"SP, 37 ovr / 20 adj (51 stam, 2 pit) 48 GB% | 213 vsR | 225 vsL | 219 FIP-",SP,-5.4,-2.2,37.0,20,R,51.0,2,48.0,219.0,213.0,225.0,OAK
Luis Severino,"SP, 49 ovr / 37 adj (68 stam, 0 pit) 50 GB% | 117 vsR | 143 vsL | 130 FIP-",SP,0.3,-0.3,49.0,37,R,68.0,0,50.0,130.0,117.0,143.0,WAS
Luis Vazquez,"RP, 43 ovr / 20 adj (35 stam, 0 pit) 53 GB% | 400 vsR | 401 vsL | 400 FIP-",RP,0.0,-4.8,43.0,20,R,35.0,0,53.0,400.0,400.0,401.0,ATL
Luis Velasquez,"RP, 37 ovr / 20 adj (21 stam, 1 pit) 49 GB% | 181 vsR | 203 vsL | 192 FIP-",RP,0.0,-1.7,37.0,20,R,21.0,1,49.0,192.0,181.0,203.0,
Luke Holman,"SP, 36 ovr / 20 adj (52 stam, 0 pit) 48 GB% | 231 vsR | 227 vsL | 227 FIP-",SP,-5.8,-2.3,36.0,20,R,52.0,0,48.0,227.0,231.0,227.0,CLE
Luke Jackson,"RP, 43 ovr / 30 adj (15 stam, 2 pit) 55 GB% | 113 vsR | 151 vsL | 131 FIP-",RP,0.0,-0.3,43.0,30,R,15.0,2,55.0,131.0,113.0,151.0,
Luke Little,"RP, 46 ovr / 48 adj (15 stam, 2 pit) 68 GB% | 91 vsR | 69 vsL | 84 FIP-",RP,0.0,1.0,46.0,48,L,15.0,2,68.0,84.0,91.0,69.0,PIT
Luke Murphy,"RP, 36 ovr / 20 adj (18 stam, 1 pit) 48 GB% | 195 vsR | 203 vsL | 199 FIP-",RP,0.0,-1.8,36.0,20,R,18.0,1,48.0,199.0,195.0,203.0,
Luke Sinnard,"SP, 38 ovr / 20 adj (54 stam, 1 pit) 51 GB% | 217 vsR | 226 vsL | 220 FIP-",SP,-5.4,-2.2,38.0,20,R,54.0,1,51.0,220.0,217.0,226.0,BAL
Luke Weaver,"RP, 53 ovr / 42 adj (23 stam, 4 pit) 42 GB% | 93 vsR | 109 vsL | 98 FIP-",RP,0.0,0.6,53.0,42,R,23.0,4,42.0,98.0,93.0,109.0,TOR
Lyon Richardson,"RP, 39 ovr / 20 adj (36 stam, 1 pit) 54 GB% | 165 vsR | 203 vsL | 183 FIP-",RP,0.0,-1.5,39.0,20,R,36.0,1,54.0,183.0,165.0,203.0,
Mac Horvath,"SP, 40 ovr / 20 adj (59 stam, 0 pit) 46 GB% | 397 vsR | 397 vsL | 397 FIP-",SP,-13.0,-4.7,40.0,20,R,59.0,0,46.0,397.0,397.0,397.0,DET
MacKenzie Gore,"SP, 59 ovr / 61 adj (60 stam, 4 pit) 45 GB% | 93 vsR | 94 vsL | 93 FIP-",SP,3.3,0.7,59.0,61,L,60.0,4,45.0,93.0,93.0,94.0,BAL
Maddux Bruns,"RP, 35 ovr / 20 adj (44 stam, 2 pit) 42 GB% | 259 vsR | 233 vsL | 251 FIP-",RP,0.0,-2.8,35.0,20,L,44.0,2,42.0,251.0,259.0,233.0,SD
Magnus Ellerts,"RP, 36 ovr / 20 adj (17 stam, 3 pit) 45 GB% | 176 vsR | 197 vsL | 188 FIP-",RP,0.0,-1.6,36.0,20,R,17.0,3,45.0,188.0,176.0,197.0,
Malachi Witherspoon,"RP, 34 ovr / 20 adj (37 stam, 1 pit) 50 GB% | 245 vsR | 252 vsL | 249 FIP-",RP,0.0,-2.7,34.0,20,R,37.0,1,50.0,249.0,245.0,252.0,KC
Manuel Castro,"RP, 38 ovr / 20 adj (22 stam, 3 pit) 47 GB% | 174 vsR | 177 vsL | 174 FIP-",RP,0.0,-1.3,38.0,20,R,22.0,3,47.0,174.0,174.0,177.0,
Manuel Rodriguez,"RP, 46 ovr / 43 adj (15 stam, 2 pit) 53 GB% | 87 vsR | 127 vsL | 97 FIP-",RP,0.0,0.6,46.0,43,R,15.0,2,53.0,97.0,87.0,127.0,
Marc Church,"RP, 38 ovr / 21 adj (21 stam, 2 pit) 43 GB% | 150 vsR | 167 vsL | 158 FIP-",RP,0.0,-1.0,38.0,21,R,21.0,2,43.0,158.0,150.0,167.0,
Marcelo Perez,"SP, 43 ovr / 20 adj (52 stam, 1 pit) 44 GB% | 188 vsR | 183 vsL | 183 FIP-",SP,-3.3,-1.5,43.0,20,R,52.0,1,44.0,183.0,188.0,183.0,
Marco Raya,"SP, 41 ovr / 20 adj (32 stam, 3 pit) 46 GB% | 143 vsR | 193 vsL | 163 FIP-",SP,-2.0,-1.1,41.0,20,R,32.0,3,46.0,163.0,143.0,193.0,CHW
Marcus Phillips,"SP, 36 ovr / 20 adj (50 stam, 1 pit) 53 GB% | 223 vsR | 241 vsL | 230 FIP-",SP,-6.0,-2.4,36.0,20,R,50.0,1,53.0,230.0,223.0,241.0,TOR
Marcus Stroman,"SP, 44 ovr / 20 adj (64 stam, 0 pit) 56 GB% | 164 vsR | 192 vsL | 177 FIP-",SP,-2.9,-1.4,44.0,20,R,64.0,0,56.0,177.0,164.0,192.0,SD
Mark Leiter Jr.,"RP, 48 ovr / 42 adj (20 stam, 5 pit) 51 GB% | 100 vsR | 97 vsL | 99 FIP-",RP,0.0,0.5,48.0,42,R,20.0,5,51.0,99.0,100.0,97.0,MIN
Mark Manfredi,"SP, 38 ovr / 20 adj (56 stam, 3 pit) 46 GB% | 199 vsR | 189 vsL | 197 FIP-",SP,-4.1,-1.8,38.0,20,L,56.0,3,46.0,197.0,199.0,189.0,
Marques Johnson,"RP, 36 ovr / 20 adj (20 stam, 2 pit) 51 GB% | 182 vsR | 180 vsL | 182 FIP-",RP,0.0,-1.5,36.0,20,R,20.0,2,51.0,182.0,182.0,180.0,
Marquis Grissom Jr.,"RP, 34 ovr / 20 adj (18 stam, 0 pit) 39 GB% | 225 vsR | 250 vsL | 236 FIP-",RP,0.0,-2.5,34.0,20,R,18.0,0,39.0,236.0,225.0,250.0,BOS
Martin Perez,"SP, 43 ovr / 20 adj (52 stam, 0 pit) 50 GB% | 183 vsR | 135 vsL | 168 FIP-",SP,-2.3,-1.2,43.0,20,L,52.0,0,50.0,168.0,183.0,135.0,
Mason Adams,"SP, 46 ovr / 31 adj (57 stam, 0 pit) 56 GB% | 168 vsR | 109 vsL | 140 FIP-",SP,-0.4,-0.5,46.0,31,R,57.0,0,56.0,140.0,168.0,109.0,
Mason Barnett,"SP, 42 ovr / 22 adj (57 stam, 2 pit) 48 GB% | 138 vsR | 171 vsL | 154 FIP-",SP,-1.4,-0.9,42.0,22,R,57.0,2,48.0,154.0,138.0,171.0,PHI
Mason Black,"SP, 39 ovr / 20 adj (34 stam, 3 pit) 38 GB% | 170 vsR | 156 vsL | 161 FIP-",SP,-1.9,-1.0,39.0,20,R,34.0,3,38.0,161.0,170.0,156.0,WAS
Mason Englert,"RP, 52 ovr / 42 adj (23 stam, 3 pit) 50 GB% | 97 vsR | 105 vsL | 99 FIP-",RP,0.0,0.5,52.0,42,R,23.0,3,50.0,99.0,97.0,105.0,KC
Mason Fluharty,"RP, 43 ovr / 29 adj (18 stam, 2 pit) 42 GB% | 145 vsR | 109 vsL | 133 FIP-",RP,0.0,-0.4,43.0,29,L,18.0,2,42.0,133.0,145.0,109.0,DET
Mason Miller,"RP, 80 ovr / 61 adj (17 stam, 2 pit) 45 GB% | 51 vsR | 60 vsL | 55 FIP-",RP,0.0,1.9,80.0,61,R,17.0,2,45.0,55.0,51.0,60.0,COL
Mason Montgomery,"RP, 51 ovr / 44 adj (22 stam, 3 pit) 41 GB% | 98 vsR | 77 vsL | 93 FIP-",RP,0.0,0.7,51.0,44,L,22.0,3,41.0,93.0,98.0,77.0,BOS
Mason Neville,"SP, 33 ovr / 20 adj (55 stam, 0 pit) 45 GB% | 395 vsR | 395 vsL | 395 FIP-",SP,-13.0,-4.7,33.0,20,L,55.0,0,45.0,395.0,395.0,395.0,CIN
Mason Thompson,"RP, 37 ovr / 27 adj (16 stam, 1 pit) 64 GB% | 121 vsR | 170 vsL | 139 FIP-",RP,0.0,-0.5,37.0,27,R,16.0,1,64.0,139.0,121.0,170.0,
Masyn Winn,"RP, 53 ovr / 20 adj (39 stam, 0 pit) 44 GB% | 348 vsR | 346 vsL | 346 FIP-",RP,0.0,-4.1,53.0,20,R,39.0,0,44.0,346.0,348.0,346.0,OAK
Matt Bowman,"RP, 38 ovr / 20 adj (18 stam, 0 pit) 49 GB% | 162 vsR | 193 vsL | 177 FIP-",RP,0.0,-1.4,38.0,20,R,18.0,0,49.0,177.0,162.0,193.0,
Matt Brash,"RP, 57 ovr / 58 adj (20 stam, 3 pit) 58 GB% | 55 vsR | 69 vsL | 61 FIP-",RP,0.0,1.7,57.0,58,R,20.0,3,58.0,61.0,55.0,69.0,CHW
Matt Canterino,"RP, 52 ovr / 45 adj (22 stam, 3 pit) 50 GB% | 86 vsR | 96 vsL | 92 FIP-",RP,0.0,0.7,52.0,45,R,22.0,3,50.0,92.0,86.0,96.0,CHW
Matt Cronin,"RP, 35 ovr / 20 adj (15 stam, 2 pit) 43 GB% | 205 vsR | 185 vsL | 199 FIP-",RP,0.0,-1.8,35.0,20,L,15.0,2,43.0,199.0,205.0,185.0,
Matt Festa,"RP, 49 ovr / 38 adj (17 stam, 3 pit) 42 GB% | 95 vsR | 131 vsL | 108 FIP-",RP,0.0,0.3,49.0,38,R,17.0,3,42.0,108.0,95.0,131.0,COL
Matt Foster,"RP, 40 ovr / 20 adj (15 stam, 3 pit) 36 GB% | 149 vsR | 175 vsL | 161 FIP-",RP,0.0,-1.0,40.0,20,R,15.0,3,36.0,161.0,149.0,175.0,
Matt Gage,"RP, 39 ovr / 32 adj (16 stam, 0 pit) 60 GB% | 140 vsR | 97 vsL | 126 FIP-",RP,0.0,-0.2,39.0,32,L,16.0,0,60.0,126.0,140.0,97.0,
Matt Jachec,"RP, 37 ovr / 20 adj (22 stam, 0 pit) 51 GB% | 172 vsR | 201 vsL | 185 FIP-",RP,0.0,-1.5,37.0,20,R,22.0,0,51.0,185.0,172.0,201.0,
Matt Krook,"SP, 37 ovr / 22 adj (34 stam, 4 pit) 60 GB% | 176 vsR | 97 vsL | 155 FIP-",SP,-1.5,-0.9,37.0,22,L,34.0,4,60.0,155.0,176.0,97.0,
Matt Mervis,"RP, 45 ovr / 20 adj (13 stam, 0 pit) 49 GB% | 391 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.7,45.0,20,R,13.0,0,49.0,397.0,391.0,398.0,DET
Matt Pushard,"RP, 38 ovr / 20 adj (19 stam, 2 pit) 44 GB% | 165 vsR | 183 vsL | 174 FIP-",RP,0.0,-1.3,38.0,20,R,19.0,2,44.0,174.0,165.0,183.0,
Matt Strahm,"RP, 57 ovr / 45 adj (17 stam, 3 pit) 42 GB% | 90 vsR | 92 vsL | 91 FIP-",RP,0.0,0.8,57.0,45,L,17.0,3,42.0,91.0,90.0,92.0,CLE
Matt Svanson,"RP, 49 ovr / 40 adj (20 stam, 2 pit) 59 GB% | 89 vsR | 136 vsL | 105 FIP-",RP,0.0,0.4,49.0,40,R,20.0,2,59.0,105.0,89.0,136.0,COL
Matt Turner,"RP, 35 ovr / 20 adj (21 stam, 1 pit) 52 GB% | 202 vsR | 200 vsL | 199 FIP-",RP,0.0,-1.8,35.0,20,L,21.0,1,52.0,199.0,202.0,200.0,
Matt Vierling,"RP, 45 ovr / 20 adj (45 stam, 0 pit) 47 GB% | 397 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.8,45.0,20,R,45.0,0,47.0,397.0,397.0,398.0,ARI
Matt Waldron,"SP, 44 ovr / 20 adj (62 stam, 2 pit) 44 GB% | 176 vsR | 177 vsL | 177 FIP-",SP,-2.9,-1.4,44.0,20,R,62.0,2,44.0,177.0,176.0,177.0,
Matt Wallner,"RP, 58 ovr / 20 adj (20 stam, 0 pit) 51 GB% | 310 vsR | 319 vsL | 311 FIP-",RP,0.0,-3.7,58.0,20,R,20.0,0,51.0,311.0,310.0,319.0,LAD
